review_text,rating,sentiment,reviewer_name,date,hotel_name,original_text,original_length,original_word_count,cleaned_text,cleaned_length,cleaned_word_count,length_reduction,word_reduction,review_length,word_count,avg_word_length,sentence_count,exclamation_count,question_count,uppercase_count,uppercase_ratio,cluster,cluster_name
The hotel was fine for the price. Some areas need updating.,3,neutral,Emily R.,2021-12-28,Royal Gardens Hotel,The hotel was fine for the price. Some areas need updating.,59,11,hotel fine price area need updat,32,6,27,5,59,11,4.916666666666667,3,0,0,2,0.03333333333333333,3,Service & Staff Quality
 I would say great value for money! the room was spacious and modern. staff were very friendly.,5,positive,Emily R.,2021-01-24,Luxury Stay Hotel, I would say great value for money! the room was spacious and modern. staff were very friendly.,95,17,would say great valu money room spacious modern staff friend,60,10,35,7,95,17,5.277777777777778,4,1,0,1,0.010416666666666666,3,Service & Staff Quality
Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,5,positive,John D.,2020-04-06,Budget Inn Express,Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,87,12,outstand experi staff went beyond great breakfast amen,54,8,33,4,87,12,6.6923076923076925,4,1,0,3,0.03409090909090909,3,Service & Staff Quality
"Disgusting! Hair in the bed, stained sheets, and rude management.",1,negative,Ashley D.,2021-10-14,Downtown Lodge,"Disgusting! Hair in the bed, stained sheets, and rude management.",65,10,disgust hair bed stain sheet rude manag,39,7,26,3,65,10,5.909090909090909,3,1,0,2,0.030303030303030304,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,Rachel G.,2020-02-28,Royal Gardens Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
"Awful experience. The pool was dirty, the gym was broken, and no refunds. Will come back.",1,negative,Robert H.,2024-04-27,Downtown Lodge,"Awful experience. The pool was dirty, the gym was broken, and no refunds. Will come back.",89,16,aw experi pool dirti gym broken refund come back,48,9,41,7,89,16,5.235294117647059,4,0,0,3,0.03333333333333333,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,Rachel G.,2024-06-05,Harbor View Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
Not recommended at all. The staff was unhelpful and the room was uncomfortable.,1,negative,Lisa P.,2023-06-23,Downtown Lodge,Not recommended at all. The staff was unhelpful and the room was uncomfortable.,79,13,recommend staff unhelp room uncomfort,37,5,42,8,79,13,5.642857142857143,3,0,0,2,0.025,3,Service & Staff Quality
Decent hotel in a convenient location. The room was okay but could be cleaner.,3,neutral,Rachel G.,2024-04-19,Royal Palace Hotel,Decent hotel in a convenient location. The room was okay but could be cleaner.,78,14,decent hotel conveni locat room okay could cleaner,50,8,28,6,78,14,5.2,3,0,0,2,0.02531645569620253,3,Service & Staff Quality
 I would say average experience. the service was fine but nothing special.,3,neutral,Daniel F.,2021-01-19,Ocean Breeze Resort, I would say average experience. the service was fine but nothing special.,74,12,would say averag experi servic fine noth special,48,8,26,4,74,12,5.6923076923076925,3,0,0,1,0.013333333333333334,3,Service & Staff Quality
"Horrible stay. Noisy, dirty, and the staff was extremely rude.",2,negative,James W.,2021-11-04,Park View Hotel,"Horrible stay. Noisy, dirty, and the staff was extremely rude.",62,10,horribl stay noisi dirti staff extrem rude,42,7,20,3,62,10,5.636363636363637,3,0,0,2,0.031746031746031744,3,Service & Staff Quality
The room was clean but small. The location was convenient. Not bad.,3,neutral,Amanda C.,2024-01-22,The Metropolitan,The room was clean but small. The location was convenient. Not bad.,67,12,room clean small locat conveni bad,34,6,33,6,67,12,5.153846153846154,4,0,0,3,0.04411764705882353,1,Cleanliness & Room Quality
"Amazing experience! Clean rooms, helpful staff, and delicious breakfast. Worth the money.",4,positive,Sarah M.,2020-04-14,Sunset Beach Hotel,"Amazing experience! Clean rooms, helpful staff, and delicious breakfast. Worth the money.",89,12,amaz experi clean room help staff delici breakfast worth money,62,10,27,2,89,12,6.846153846153846,4,1,0,3,0.03333333333333333,4,Room & Comfort
The service was excellent but the hotel lacked basic amenities. Good value.,3,neutral,Amanda C.,2022-03-19,Royal Gardens Hotel,The service was excellent but the hotel lacked basic amenities. Good value.,75,12,servic excel hotel lack basic amen good valu,44,8,31,4,75,12,5.769230769230769,3,0,0,2,0.02631578947368421,3,Service & Staff Quality
The service was impeccable. The staff remembered our preferences from our last stay.,5,positive,Emily R.,2024-12-17,Grand Plaza Hotel,The service was impeccable. The staff remembered our preferences from our last stay.,84,13,servic impecc staff rememb prefer last stay,43,7,41,6,84,13,6.0,3,0,0,2,0.023529411764705882,3,Service & Staff Quality
Beautiful views but the room was too hot and the AC didn't work well.,2,negative,Lisa P.,2022-05-21,Downtown Lodge,Beautiful views but the room was too hot and the AC didn't work well.,69,14,beauti view room hot ac work well,33,7,36,7,69,14,4.6,2,0,0,3,0.04285714285714286,1,Cleanliness & Room Quality
The best hotel I've ever stayed at. Everything was perfect from check-in to check-out. Would recommend.,5,positive,Robert H.,2020-11-07,Luxury Stay Hotel,The best hotel I've ever stayed at. Everything was perfect from check-in to check-out. Would recommend.,103,16,best hotel ever stay everyth perfect check check would recommend,64,10,39,6,103,16,6.0588235294117645,4,0,0,4,0.038461538461538464,3,Service & Staff Quality
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",5,positive,James W.,2020-04-12,Royal Palace Hotel,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",94,13,excel stay room clean comfort well equip definit come back,58,10,36,3,94,13,6.714285714285714,4,1,0,3,0.031578947368421054,1,Cleanliness & Room Quality
Beautiful hotel in a great location. The rooftop bar had amazing views.,5,positive,Nicole S.,2023-11-03,City Center Suites,Beautiful hotel in a great location. The rooftop bar had amazing views.,71,12,beauti hotel great locat rooftop bar amaz view,46,8,25,4,71,12,5.461538461538462,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,Jennifer L.,2022-04-17,Downtown Lodge,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
"Terrible experience! The room was dirty, staff was rude, and the location was noisy. Would recommend.",2,negative,Kevin J.,2020-05-28,Downtown Lodge,"Terrible experience! The room was dirty, staff was rude, and the location was noisy. Would recommend.",101,16,terribl experi room dirti staff rude locat noisi would recommend,64,10,37,6,101,16,5.9411764705882355,4,1,0,3,0.029411764705882353,3,Service & Staff Quality
 I would say great value for money! the room was spacious and modern. staff were very friendly.,5,positive,Ashley D.,2023-12-19,Park View Hotel, I would say great value for money! the room was spacious and modern. staff were very friendly.,95,17,would say great valu money room spacious modern staff friend,60,10,35,7,95,17,5.277777777777778,4,1,0,1,0.010416666666666666,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",5,positive,John D.,2024-10-05,Royal Palace Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
"Perfect location, beautiful views, and exceptional service. Highly recommended!",5,positive,Robert H.,2023-03-22,Mountain View Inn,"Perfect location, beautiful views, and exceptional service. Highly recommended!",79,9,perfect locat beauti view except servic high recommend,54,8,25,1,79,9,7.9,3,1,0,2,0.025,2,"Topic: beauti, perfect, servic"
Overpriced and underwhelming. The service was poor and the facilities were outdated.,2,negative,Eric S.,2024-12-26,City Center Suites,Overpriced and underwhelming. The service was poor and the facilities were outdated.,84,12,overpr underwhelm servic poor facil outdat,42,6,42,6,84,12,6.461538461538462,3,0,0,2,0.023529411764705882,3,Service & Staff Quality
The service was excellent but the hotel lacked basic amenities.,3,neutral,Daniel F.,2021-03-11,Golden Star Hotel,The service was excellent but the hotel lacked basic amenities.,63,10,servic excel hotel lack basic amen,34,6,29,4,63,10,5.7272727272727275,2,0,0,1,0.015625,3,Service & Staff Quality
"Horrible stay. Noisy, dirty, and the staff was extremely rude.",2,negative,Megan R.,2022-09-06,Seaside Resort,"Horrible stay. Noisy, dirty, and the staff was extremely rude.",62,10,horribl stay noisi dirti staff extrem rude,42,7,20,3,62,10,5.636363636363637,3,0,0,2,0.031746031746031744,3,Service & Staff Quality
Decent hotel in a convenient location. The room was okay but could be cleaner.,3,neutral,Jennifer L.,2024-01-02,Harbor View Hotel,Decent hotel in a convenient location. The room was okay but could be cleaner.,78,14,decent hotel conveni locat room okay could cleaner,50,8,28,6,78,14,5.2,3,0,0,2,0.02531645569620253,3,Service & Staff Quality
Very clean and well-maintained hotel. The location was ideal for our trip. Not bad.,4,positive,Kevin J.,2022-06-16,Luxury Stay Hotel,Very clean and well-maintained hotel. The location was ideal for our trip. Not bad.,83,14,clean well maintain hotel locat ideal trip bad,46,8,37,6,83,14,5.533333333333333,4,0,0,3,0.03571428571428571,1,Cleanliness & Room Quality
Standard hotel with basic amenities. Good for budget travelers.,3,neutral,Rachel G.,2023-10-15,Ocean Breeze Resort,Standard hotel with basic amenities. Good for budget travelers.,63,9,standard hotel basic amen good budget travel,44,7,19,2,63,9,6.3,3,0,0,2,0.03125,3,Service & Staff Quality
The room was clean but small. The location was convenient. Could be better.,3,neutral,Megan R.,2022-04-16,Grand Plaza Hotel,The room was clean but small. The location was convenient. Could be better.,75,13,room clean small locat conveni could better,43,7,32,6,75,13,5.357142857142857,4,0,0,3,0.039473684210526314,1,Cleanliness & Room Quality
Decent place to stay. The room was comfortable enough. Worth the money.,3,neutral,Amanda C.,2020-08-04,Crystal Palace Hotel,Decent place to stay. The room was comfortable enough. Worth the money.,71,12,decent place stay room comfort enough worth money,49,8,22,4,71,12,5.461538461538462,4,0,0,3,0.041666666666666664,1,Cleanliness & Room Quality
The hotel was okay. Nothing special but also nothing terrible.,3,neutral,Lisa P.,2022-01-04,Mountain View Inn,The hotel was okay. Nothing special but also nothing terrible.,62,10,hotel okay noth special also noth terribl,41,7,21,3,62,10,5.636363636363637,3,0,0,2,0.031746031746031744,3,Service & Staff Quality
"Great location and friendly staff, but the room was dirty and the bed was uncomfortable.",3,neutral,James W.,2020-06-01,Seaside Resort,"Great location and friendly staff, but the room was dirty and the bed was uncomfortable.",88,15,great locat friend staff room dirti bed uncomfort,49,8,39,7,88,15,5.5,2,0,0,1,0.011235955056179775,3,Service & Staff Quality
" Honestly, awful experience. the pool was dirty, the gym was broken, and no refunds.",1,negative,Emily R.,2020-04-04,Sunset Beach Hotel," Honestly, awful experience. the pool was dirty, the gym was broken, and no refunds.",84,14,honest aw experi pool dirti gym broken refund,45,8,39,6,84,14,5.6,3,0,0,1,0.011764705882352941,3,Service & Staff Quality
The hotel was okay. Nothing special but also nothing terrible.,3,neutral,Jennifer L.,2022-09-19,Grand Plaza Hotel,The hotel was okay. Nothing special but also nothing terrible.,62,10,hotel okay noth special also noth terribl,41,7,21,3,62,10,5.636363636363637,3,0,0,2,0.031746031746031744,3,Service & Staff Quality
Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,4,positive,Daniel F.,2023-08-28,The Metropolitan,Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,87,12,outstand experi staff went beyond great breakfast amen,54,8,33,4,87,12,6.6923076923076925,4,1,0,3,0.03409090909090909,3,Service & Staff Quality
Fantastic service and beautiful rooms. The location was perfect for sightseeing.,4,positive,Jennifer L.,2022-01-01,Crystal Palace Hotel,Fantastic service and beautiful rooms. The location was perfect for sightseeing.,80,11,fantast servic beauti room locat perfect sightse,48,7,32,4,80,11,6.666666666666667,3,0,0,2,0.024691358024691357,2,"Topic: beauti, perfect, servic"
Fantastic service and beautiful rooms. The location was perfect for sightseeing. Good value.,4,positive,Megan R.,2024-09-23,Grand Plaza Hotel,Fantastic service and beautiful rooms. The location was perfect for sightseeing. Good value.,92,13,fantast servic beauti room locat perfect sightse good valu,58,9,34,4,92,13,6.571428571428571,4,0,0,3,0.03225806451612903,2,"Topic: beauti, perfect, servic"
Fantastic service and beautiful rooms. The location was perfect for sightseeing.,4,positive,John D.,2020-12-21,Downtown Lodge,Fantastic service and beautiful rooms. The location was perfect for sightseeing.,80,11,fantast servic beauti room locat perfect sightse,48,7,32,4,80,11,6.666666666666667,3,0,0,2,0.024691358024691357,2,"Topic: beauti, perfect, servic"
